Problem,ProblemFamily,Dimension,Optimizer,MeanFinalValue,MeanFinalValueSuccess,MeanFinalValueFail,StdFinalValue,BestValue,WorstValue,MeanIterations,MeanFunctionEvals,MeanFunctionEvalsSuccess,MeanFunctionEvalsFail,MeanGradientEvals,MeanGradientEvalsSuccess,MeanGradientEvalsFail,MeanTime,SuccessRate,NumRuns
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,QQN-Bisection-2,2.009971e0,NaN,2.009971e0,9.482849e-1,1.066038e-1,3.831902e0,34.3,597.8,NaN,597.8,379.6,NaN,379.6,0.015,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,QQN-GoldenSection,2.775369e0,NaN,2.775369e0,1.512845e0,1.979331e-3,4.620844e0,18.6,912.3,NaN,912.3,118.7,NaN,118.7,0.016,0.000,60
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,Adam-Fast,1.510307e1,NaN,1.510307e1,2.368582e0,9.913633e0,2.061655e1,18.1,39.3,NaN,39.3,38.3,NaN,38.3,0.001,0.000,40
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,QQN-Backtracking,1.049727e0,1.244086e-16,1.166363e0,1.027332e0,3.447816e-17,3.930839e0,51.6,674.8,614.0,681.6,315.6,318.0,315.3,0.021,0.100,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,Adam-AMSGrad,4.849604e2,NaN,4.849604e2,1.053502e2,3.118024e2,6.956688e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,Trust Region-Standard,9.835912e2,NaN,9.835912e2,2.005868e2,5.623359e2,1.360994e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,Adam,4.908912e2,NaN,4.908912e2,8.700332e1,3.311316e2,6.394194e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,Trust Region-Conservative,1.111992e3,NaN,1.111992e3,1.908762e2,7.917142e2,1.633407e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,L-BFGS-Aggressive,9.010779e2,NaN,9.010779e2,3.567777e2,2.056806e1,1.386014e3,76.1,772.2,NaN,772.2,233.4,NaN,233.4,0.007,0.000,40
IllConditionedRosenbrock_5D_alpha100,IllConditionedRosenbrock,5,Trust Region-Adaptive,9.914079e2,NaN,9.914079e2,1.371681e2,7.451665e2,1.272345e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,Adam,1.033014e3,NaN,1.033014e3,1.139919e2,8.043826e2,1.278328e3,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,Adam-WeightDecay,1.504198e2,NaN,1.504198e2,3.783672e1,8.048441e1,2.432983e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,QQN-GoldenSection,8.107845e0,NaN,8.107845e0,1.332103e0,2.822496e0,9.582078e0,18.5,912.8,NaN,912.8,118.1,NaN,118.1,0.017,0.000,60
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,L-BFGS-Conservative,9.038569e0,NaN,9.038569e0,3.020139e0,5.536900e0,2.113916e1,78.0,689.0,NaN,689.0,320.6,NaN,320.6,0.011,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,QQN-MoreThuente,3.201563e2,NaN,3.201563e2,8.009505e1,2.294052e2,5.063288e2,47.0,484.0,NaN,484.0,529.0,NaN,529.0,0.011,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,L-BFGS,1.584572e2,NaN,1.584572e2,2.916852e2,2.212884e1,1.307722e3,16.6,166.8,NaN,166.8,52.5,NaN,52.5,0.002,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,QQN-Bisection-2,7.705201e0,NaN,7.705201e0,4.749221e-1,6.319605e0,8.673178e0,34.4,635.9,NaN,635.9,384.6,NaN,384.6,0.016,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,GD-Nesterov,1.199833e0,NaN,1.199833e0,2.602503e-2,1.157368e0,1.250186e0,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.011,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,Trust Region-Adaptive,2.205142e3,NaN,2.205142e3,2.987766e2,1.677066e3,2.691089e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,Trust Region-Standard,1.997788e3,NaN,1.997788e3,2.145877e2,1.469234e3,2.301878e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,QQN-CubicQuadraticInterpolation,8.378467e0,NaN,8.378467e0,5.433979e-1,6.754325e0,9.565226e0,12.4,398.9,NaN,398.9,662.2,NaN,662.2,0.015,0.000,40
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,Adam-AMSGrad,1.029053e3,NaN,1.029053e3,1.639770e2,6.944882e2,1.414123e3,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,Trust Region-Conservative,2.127761e3,NaN,2.127761e3,1.906259e2,1.754319e3,2.493074e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,QQN-Bisection-1,6.095656e0,NaN,6.095656e0,2.479336e0,1.629343e0,9.604530e0,23.2,478.5,NaN,478.5,558.3,NaN,558.3,0.013,0.000,40
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,QQN-Backtracking,3.959109e0,NaN,3.959109e0,2.194941e0,1.210042e-5,6.850062e0,51.9,695.1,NaN,695.1,318.4,NaN,318.4,0.022,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,GD-Momentum,2.177350e1,NaN,2.177350e1,2.858884e1,5.071976e-1,6.850300e1,191.5,194.5,NaN,194.5,386.0,NaN,386.0,0.006,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,GD,1.000490e1,NaN,1.000490e1,2.178255e-1,9.659552e0,1.052861e1,43.8,46.8,NaN,46.8,89.6,NaN,89.6,0.001,0.000,40
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,QQN-StrongWolfe,4.993742e0,NaN,4.993742e0,2.613758e0,1.972464e-2,8.806920e0,33.8,564.5,NaN,564.5,461.3,NaN,461.3,0.018,0.000,20
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,L-BFGS-Aggressive,1.117862e3,NaN,1.117862e3,1.037825e3,5.351507e1,2.545339e3,76.5,773.4,NaN,773.4,234.5,NaN,234.5,0.009,0.000,40
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,Adam-Fast,1.707907e1,NaN,1.707907e1,1.572658e1,1.896253e-1,4.091434e1,77.8,158.7,NaN,158.7,157.7,NaN,157.7,0.003,0.000,40
IllConditionedRosenbrock_10D_alpha100,IllConditionedRosenbrock,10,GD-WeightDecay,1.418722e0,NaN,1.418722e0,1.505669e0,1.850092e-1,5.185043e0,254.5,257.5,NaN,257.5,512.3,NaN,512.3,0.009,0.000,20
Trigonometric_2D,Trigonometric,2,QQN-MoreThuente,7.366413e-3,9.844751e-15,3.683206e-2,1.497182e-2,4.872658e-20,4.390925e-2,17.1,225.5,163.7,472.8,244.5,167.7,551.8,0.006,0.800,20
Trigonometric_2D,Trigonometric,2,Trust Region-Conservative,1.618824e-2,NaN,1.618824e-2,2.050323e-2,1.355902e-3,5.761273e-2,13.1,41.1,NaN,41.1,28.1,NaN,28.1,0.000,0.000,20
Trigonometric_2D,Trigonometric,2,L-BFGS-Aggressive,1.801306e-3,3.777361e-14,8.005803e-3,8.760921e-3,1.870577e-17,5.509718e-2,33.8,305.9,171.1,770.1,103.5,64.0,239.7,0.004,0.775,40
Trigonometric_2D,Trigonometric,2,QQN-StrongWolfe,5.504194e-14,5.504194e-14,NaN,3.734659e-14,1.146802e-16,1.617486e-13,21.9,179.7,179.7,NaN,196.4,196.4,NaN,0.006,1.000,20
Trigonometric_2D,Trigonometric,2,Adam-Fast,6.554879e-3,3.425458e-5,6.722075e-3,5.651420e-3,3.425458e-5,2.181924e-2,18.2,39.4,127.0,37.1,38.4,126.0,36.1,0.001,0.025,40
Trigonometric_2D,Trigonometric,2,Adam-AMSGrad,1.254420e-2,NaN,1.254420e-2,2.120305e-2,7.840970e-8,6.158644e-2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Trigonometric_2D,Trigonometric,2,Trust Region-Standard,2.693157e1,NaN,2.693157e1,3.444843e1,4.733144e-2,9.655723e1,4.3,15.2,NaN,15.2,10.7,NaN,10.7,0.000,0.000,20
Trigonometric_2D,Trigonometric,2,GD,8.230965e-4,2.449365e-9,9.145514e-4,3.373875e-3,2.420626e-9,1.958357e-2,325.2,328.1,266.5,335.0,654.3,531.0,668.0,0.008,0.100,40
Trigonometric_2D,Trigonometric,2,GD-WeightDecay,3.073633e-4,3.625300e-10,2.049087e-3,7.588967e-4,3.440045e-10,2.775194e-3,145.6,147.8,168.9,27.7,293.2,335.9,51.3,0.005,0.850,20
Trigonometric_2D,Trigonometric,2,L-BFGS-Conservative,1.694977e-7,1.454788e-13,1.883308e-7,6.925646e-7,6.374738e-14,3.186842e-6,106.2,565.0,509.0,571.2,430.9,404.0,433.9,0.014,0.100,20
Trigonometric_2D,Trigonometric,2,QQN-CubicQuadraticInterpolation,1.891983e-3,1.836180e-14,1.513587e-2,8.426123e-3,4.319254e-23,4.559529e-2,10.4,211.2,185.5,391.2,315.8,267.9,650.4,0.007,0.875,40
Trigonometric_2D,Trigonometric,2,QQN-GoldenSection,5.348200e-9,1.381460e-14,1.069637e-7,4.108008e-8,1.633812e-21,3.208903e-7,9.9,403.0,376.8,899.7,57.0,53.4,125.7,0.007,0.950,60
Trigonometric_2D,Trigonometric,2,Trust Region-Adaptive,2.485328e0,NaN,2.485328e0,6.869946e0,1.091427e-2,3.065418e1,3.4,12.2,NaN,12.2,8.8,NaN,8.8,0.000,0.000,20
Trigonometric_2D,Trigonometric,2,QQN-Backtracking,1.167247e-13,1.167247e-13,NaN,6.712029e-14,2.843644e-14,2.989871e-13,35.3,248.5,248.5,NaN,208.8,208.8,NaN,0.010,1.000,20
Trigonometric_2D,Trigonometric,2,Adam,1.942105e-2,4.160858e-8,2.044321e-2,2.665147e-2,1.457915e-9,6.859144e-2,243.0,489.9,261.0,502.0,489.9,260.0,502.0,0.010,0.050,20
Trigonometric_2D,Trigonometric,2,QQN-Bisection-1,1.224803e-3,3.113163e-14,1.633070e-2,7.641513e-3,1.241515e-19,4.894602e-2,11.0,208.8,183.3,523.7,239.2,217.4,507.3,0.004,0.925,40
Trigonometric_2D,Trigonometric,2,GD-Momentum,3.149756e-2,NaN,3.149756e-2,3.022634e-2,1.077244e-3,9.082951e-2,19.4,22.4,NaN,22.4,40.7,NaN,40.7,0.001,0.000,20
Trigonometric_2D,Trigonometric,2,Adam-WeightDecay,1.688497e-4,5.754985e-6,3.022908e-4,2.460307e-4,3.786281e-7,9.586031e-4,158.6,320.6,258.3,371.5,319.9,257.3,371.1,0.007,0.450,20
Trigonometric_2D,Trigonometric,2,GD-Nesterov,1.572325e-2,4.903415e-4,1.652499e-2,2.320678e-2,9.163490e-5,7.335224e-2,24.3,27.3,26.0,27.4,50.6,48.0,50.7,0.001,0.050,20
Trigonometric_2D,Trigonometric,2,QQN-Bisection-2,3.857862e-3,7.445130e-15,2.571908e-2,1.214624e-2,2.699471e-17,5.085531e-2,14.4,238.3,164.6,655.7,174.3,142.8,352.7,0.005,0.850,20
Trigonometric_2D,Trigonometric,2,L-BFGS,2.243957e-3,2.243957e-3,NaN,9.481946e-3,2.655906e-16,4.355573e-2,31.2,224.1,224.1,NaN,128.3,128.3,NaN,0.004,1.000,20
Trigonometric_5D,Trigonometric,5,Adam-Fast,4.404686e-2,NaN,4.404686e-2,4.632248e-2,8.048086e-4,1.847199e-1,24.5,52.0,NaN,52.0,51.0,NaN,51.0,0.001,0.000,40
Trigonometric_5D,Trigonometric,5,GD-Nesterov,2.331299e-2,NaN,2.331299e-2,2.655964e-2,6.937293e-4,7.127601e-2,29.8,32.8,NaN,32.8,61.5,NaN,61.5,0.001,0.000,20
Trigonometric_5D,Trigonometric,5,GD,6.004823e-3,NaN,6.004823e-3,1.474630e-2,5.263373e-9,5.402526e-2,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.009,0.000,40
Trigonometric_5D,Trigonometric,5,Adam-WeightDecay,2.744191e-2,1.163441e-6,2.888616e-2,3.102699e-2,1.163441e-6,8.558971e-2,207.3,418.4,429.0,417.8,418.0,428.0,417.5,0.010,0.050,20
Trigonometric_5D,Trigonometric,5,Trust Region-Conservative,7.451650e-2,NaN,7.451650e-2,1.187130e-1,3.114511e-3,4.593584e-1,123.3,372.4,NaN,372.4,248.9,NaN,248.9,0.003,0.000,20
Trigonometric_5D,Trigonometric,5,L-BFGS,2.126003e0,NaN,2.126003e0,2.433027e0,9.899621e-5,1.119334e1,24.4,231.8,NaN,231.8,95.8,NaN,95.8,0.004,0.000,20
Trigonometric_5D,Trigonometric,5,QQN-StrongWolfe,6.315464e-3,1.053390e-14,2.105155e-2,1.538612e-2,1.316680e-17,5.257749e-2,19.1,272.2,164.2,524.2,267.2,168.9,496.8,0.009,0.700,20
Trigonometric_5D,Trigonometric,5,QQN-Bisection-2,9.153486e-5,1.317426e-14,5.797208e-4,3.883495e-4,1.278702e-16,1.739162e-3,23.6,352.8,321.2,478.8,235.8,225.1,278.8,0.009,0.800,20
Trigonometric_5D,Trigonometric,5,L-BFGS-Aggressive,1.400386e0,NaN,1.400386e0,6.814757e-1,1.250158e-1,2.651491e0,76.0,771.9,NaN,771.9,233.0,NaN,233.0,0.006,0.000,40
Trigonometric_5D,Trigonometric,5,QQN-Backtracking,1.590899e-3,4.286938e-15,3.535332e-3,5.524470e-3,2.140841e-17,2.487406e-2,40.0,344.1,132.5,602.7,241.2,104.5,408.3,0.013,0.550,20
Trigonometric_5D,Trigonometric,5,Adam,1.229404e-1,1.897967e-5,1.294099e-1,1.165348e-1,1.177254e-9,4.391485e-1,247.5,498.9,441.0,502.0,498.9,440.0,502.0,0.011,0.050,20
Trigonometric_5D,Trigonometric,5,QQN-MoreThuente,9.851100e-4,4.511282e-15,3.940440e-3,2.431252e-3,1.916393e-16,9.005326e-3,22.1,385.1,347.5,497.8,400.8,358.3,528.2,0.009,0.750,20
Trigonometric_5D,Trigonometric,5,QQN-Bisection-1,6.858205e-3,5.053606e-15,1.714551e-2,1.448241e-2,6.799131e-17,5.467976e-2,18.8,353.9,262.0,491.8,390.4,290.2,540.7,0.009,0.600,40
Trigonometric_5D,Trigonometric,5,QQN-CubicQuadraticInterpolation,6.541273e-2,3.402348e-15,7.268081e-2,1.655042e-1,5.136293e-16,6.296046e-1,13.3,379.8,332.2,385.1,620.1,516.2,631.7,0.015,0.100,40
Trigonometric_5D,Trigonometric,5,Adam-AMSGrad,1.048913e-1,NaN,1.048913e-1,7.882871e-2,6.117314e-7,3.511734e-1,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Trigonometric_5D,Trigonometric,5,Trust Region-Adaptive,1.245745e-1,NaN,1.245745e-1,5.837342e-2,3.129155e-2,2.390438e-1,6.8,22.2,NaN,22.2,15.5,NaN,15.5,0.000,0.000,20
Trigonometric_5D,Trigonometric,5,GD-WeightDecay,1.307752e-2,2.199182e-9,3.736435e-2,2.552603e-2,3.464413e-10,8.867379e-2,148.6,150.9,216.6,29.0,299.2,431.2,54.0,0.005,0.650,20
Trigonometric_5D,Trigonometric,5,QQN-GoldenSection,1.836628e-3,7.494507e-15,3.673256e-3,6.216484e-3,4.872507e-17,4.167090e-2,18.6,819.6,738.3,900.9,113.6,105.2,122.0,0.015,0.500,60
Trigonometric_5D,Trigonometric,5,GD-Momentum,1.011968e-1,NaN,1.011968e-1,7.223626e-2,7.533675e-3,2.614021e-1,22.7,25.7,NaN,25.7,47.4,NaN,47.4,0.001,0.000,20
Trigonometric_5D,Trigonometric,5,L-BFGS-Conservative,3.351517e-4,1.254310e-13,3.527913e-4,1.455139e-3,1.254310e-13,6.677936e-3,94.9,618.4,576.0,620.6,386.8,394.0,386.4,0.013,0.050,20
Trigonometric_5D,Trigonometric,5,Trust Region-Standard,3.565262e-1,NaN,3.565262e-1,2.034172e-1,6.335824e-2,9.686431e-1,2.2,8.8,NaN,8.8,6.5,NaN,6.5,0.000,0.000,20
Trigonometric_10D,Trigonometric,10,Adam,7.416874e-1,NaN,7.416874e-1,5.679404e-1,7.291301e-2,2.103765e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.014,0.000,20
Trigonometric_10D,Trigonometric,10,Adam-WeightDecay,7.423056e-2,9.433458e-7,7.813738e-2,1.318011e-1,9.433458e-7,5.392769e-1,215.4,434.4,441.0,434.1,434.1,440.0,433.8,0.012,0.050,20
Trigonometric_10D,Trigonometric,10,L-BFGS-Aggressive,1.032972e1,NaN,1.032972e1,3.455625e0,3.525984e0,1.688155e1,76.0,772.0,NaN,772.0,233.0,NaN,233.0,0.007,0.000,40
Trigonometric_10D,Trigonometric,10,QQN-GoldenSection,3.777443e-2,NaN,3.777443e-2,6.090049e-2,6.527396e-6,3.631764e-1,19.6,908.8,NaN,908.8,124.4,NaN,124.4,0.018,0.000,60
Trigonometric_10D,Trigonometric,10,L-BFGS-Conservative,1.807668e-2,NaN,1.807668e-2,2.069065e-2,2.631725e-4,5.328427e-2,75.1,702.5,NaN,702.5,307.6,NaN,307.6,0.013,0.000,20
Trigonometric_10D,Trigonometric,10,GD-Momentum,1.260243e0,NaN,1.260243e0,1.620588e0,8.850879e-4,4.293395e0,35.6,38.6,NaN,38.6,73.3,NaN,73.3,0.002,0.000,20
Trigonometric_10D,Trigonometric,10,GD,1.063598e-3,NaN,1.063598e-3,3.319082e-3,2.680519e-7,1.707324e-2,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.012,0.000,40
Trigonometric_10D,Trigonometric,10,QQN-CubicQuadraticInterpolation,1.212460e-1,NaN,1.212460e-1,1.127777e-1,2.672729e-3,4.733523e-1,11.9,393.4,NaN,393.4,655.8,NaN,655.8,0.019,0.000,40
Trigonometric_10D,Trigonometric,10,GD-WeightDecay,3.706145e-3,1.904919e-9,1.853072e-2,1.234587e-2,3.327724e-10,5.658136e-2,189.1,191.3,229.6,38.2,380.1,457.0,72.5,0.008,0.800,20
Trigonometric_10D,Trigonometric,10,QQN-StrongWolfe,4.409813e-3,2.769038e-14,1.259947e-2,1.235171e-2,2.649872e-15,4.997419e-2,40.2,432.3,373.8,540.9,415.6,383.7,474.7,0.018,0.650,20
Trigonometric_10D,Trigonometric,10,GD-Nesterov,1.828570e-1,NaN,1.828570e-1,7.622152e-2,1.025652e-1,4.634875e-1,32.1,35.1,NaN,35.1,66.3,NaN,66.3,0.001,0.000,20
Trigonometric_10D,Trigonometric,10,L-BFGS,4.884020e1,NaN,4.884020e1,6.251861e1,8.032637e0,2.315825e2,9.2,93.9,NaN,93.9,32.1,NaN,32.1,0.001,0.000,20
Trigonometric_10D,Trigonometric,10,Adam-AMSGrad,6.909364e-1,NaN,6.909364e-1,4.407764e-1,6.831538e-2,1.534683e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.015,0.000,20
Trigonometric_10D,Trigonometric,10,Trust Region-Adaptive,2.181254e-1,NaN,2.181254e-1,1.427504e-1,4.754315e-2,5.642112e-1,42.3,128.9,NaN,128.9,86.6,NaN,86.6,0.001,0.000,20
Trigonometric_10D,Trigonometric,10,Trust Region-Standard,7.614803e-1,NaN,7.614803e-1,3.005617e-1,3.038684e-1,1.485781e0,12.1,38.1,NaN,38.1,26.1,NaN,26.1,0.000,0.000,20
Trigonometric_10D,Trigonometric,10,Adam-Fast,1.094067e-1,3.862094e-7,1.122120e-1,1.472841e-1,3.862094e-7,6.273580e-1,50.2,103.3,303.0,98.2,102.3,302.0,97.2,0.003,0.025,40
Trigonometric_10D,Trigonometric,10,QQN-Bisection-1,1.698626e-2,1.505918e-14,2.426609e-2,3.870910e-2,1.103726e-15,2.085649e-1,32.8,479.7,451.3,491.8,517.4,474.8,535.6,0.016,0.300,40
Trigonometric_10D,Trigonometric,10,QQN-Bisection-2,5.018232e-3,9.328574e-15,1.840019e-2,1.535448e-2,1.906399e-15,5.355041e-2,20.9,268.9,438.8,155.8,196.8,346.8,96.8,0.008,0.400,20
Trigonometric_10D,Trigonometric,10,Trust Region-Conservative,7.450393e0,NaN,7.450393e0,3.581588e0,2.752577e-2,1.438007e1,196.1,593.1,NaN,593.1,396.1,NaN,396.1,0.006,0.000,20
Trigonometric_10D,Trigonometric,10,QQN-Backtracking,8.245504e-3,5.782060e-15,2.748501e-2,2.206310e-2,1.738606e-15,8.524195e-2,44.5,405.5,302.7,645.3,267.3,224.6,367.0,0.017,0.700,20
Trigonometric_10D,Trigonometric,10,QQN-MoreThuente,2.137828e-1,NaN,2.137828e-1,7.332188e-1,4.172145e-11,3.399977e0,23.6,497.9,NaN,497.9,525.5,NaN,525.5,0.014,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,QQN-MoreThuente,2.892859e4,NaN,2.892859e4,1.342601e4,4.651107e3,5.856260e4,47.0,487.0,NaN,487.0,532.0,NaN,532.0,0.011,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,GD,1.862297e1,NaN,1.862297e1,3.831808e1,1.236670e0,1.472190e2,11.4,14.4,NaN,14.4,24.8,NaN,24.8,0.000,0.000,40
PenaltyI_2D_alpha1e6,PenaltyI,2,GD-Nesterov,2.301419e2,NaN,2.301419e2,5.439187e2,1.259206e0,1.999850e3,10.6,13.6,NaN,13.6,23.2,NaN,23.2,0.000,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,QQN-Backtracking,1.683423e0,NaN,1.683423e0,6.370234e-1,1.125000e0,2.897714e0,43.9,743.0,NaN,743.0,270.1,NaN,270.1,0.019,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,Adam-WeightDecay,3.161034e0,NaN,3.161034e0,4.451934e0,1.143191e0,1.618637e1,109.8,222.6,NaN,222.6,221.6,NaN,221.6,0.005,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,Trust Region-Conservative,1.482386e5,NaN,1.482386e5,7.431539e4,1.630203e4,2.827041e5,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,GD-Momentum,5.393418e1,NaN,5.393418e1,1.268048e2,1.507805e0,4.487703e2,10.2,13.2,NaN,13.2,22.4,NaN,22.4,0.000,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,QQN-Bisection-2,3.125999e0,NaN,3.125999e0,2.611929e0,1.146076e0,9.913443e0,15.8,314.2,NaN,314.2,197.9,NaN,197.9,0.007,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,L-BFGS,6.945322e4,NaN,6.945322e4,1.174676e5,2.681433e0,2.943929e5,11.1,107.0,NaN,107.0,41.6,NaN,41.6,0.001,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,QQN-Bisection-1,1.125958e0,NaN,1.125958e0,8.267542e-4,1.124999e0,1.128707e0,12.6,446.4,NaN,446.4,593.6,NaN,593.6,0.013,0.000,40
PenaltyI_2D_alpha1e6,PenaltyI,2,Adam-AMSGrad,8.710238e3,NaN,8.710238e3,1.212528e4,1.132564e0,3.790311e4,217.2,438.1,NaN,438.1,437.7,NaN,437.7,0.010,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,Adam-Fast,1.392521e2,NaN,1.392521e2,5.560999e2,1.558207e0,3.271584e3,9.8,22.6,NaN,22.6,21.6,NaN,21.6,0.000,0.000,40
PenaltyI_2D_alpha1e6,PenaltyI,2,QQN-GoldenSection,1.125198e0,NaN,1.125198e0,2.312363e-4,1.124999e0,1.126031e0,18.2,887.7,NaN,887.7,115.7,NaN,115.7,0.015,0.000,60
PenaltyI_2D_alpha1e6,PenaltyI,2,Trust Region-Standard,1.756677e5,NaN,1.756677e5,1.095697e5,2.619882e4,3.493215e5,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,L-BFGS-Conservative,1.128631e0,NaN,1.128631e0,7.976701e-3,1.124999e0,1.152151e0,44.6,566.1,NaN,566.1,205.3,NaN,205.3,0.007,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,QQN-CubicQuadraticInterpolation,1.953199e0,NaN,1.953199e0,1.274732e0,1.128070e0,7.204856e0,13.7,391.8,NaN,391.8,649.0,NaN,649.0,0.015,0.000,40
PenaltyI_2D_alpha1e6,PenaltyI,2,GD-WeightDecay,1.103099e1,NaN,1.103099e1,4.003993e1,1.345812e0,1.855571e2,10.0,13.0,NaN,13.0,22.0,NaN,22.0,0.000,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,L-BFGS-Aggressive,1.447458e4,NaN,1.447458e4,6.315948e4,1.200788e0,3.031943e5,105.5,636.2,NaN,636.2,320.9,NaN,320.9,0.010,0.000,40
PenaltyI_2D_alpha1e6,PenaltyI,2,QQN-StrongWolfe,1.849865e0,NaN,1.849865e0,1.249559e0,1.136865e0,5.893544e0,27.2,648.7,NaN,648.7,372.5,NaN,372.5,0.017,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,Adam,7.228827e3,NaN,7.228827e3,1.427839e4,1.125933e0,5.830662e4,216.4,436.4,NaN,436.4,436.0,NaN,436.0,0.009,0.000,20
PenaltyI_2D_alpha1e6,PenaltyI,2,Trust Region-Adaptive,1.467020e5,NaN,1.467020e5,8.716471e4,3.729510e4,3.346001e5,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
PenaltyI_5D_alpha1e6,PenaltyI,5,GD-WeightDecay,4.189070e1,NaN,4.189070e1,9.745527e1,3.573092e0,3.938603e2,11.7,14.7,NaN,14.7,25.4,NaN,25.4,0.000,0.000,20
PenaltyI_5D_alpha1e6,PenaltyI,5,GD-Momentum,8.599494e1,NaN,8.599494e1,1.738624e2,3.695022e0,7.372526e2,11.5,14.5,NaN,14.5,25.0,NaN,25.0,0.000,0.000,20
PenaltyI_5D_alpha1e6,PenaltyI,5,Trust Region-Adaptive,4.011556e5,NaN,4.011556e5,1.365481e5,1.374139e5,6.542998e5,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
PenaltyI_5D_alpha1e6,PenaltyI,5,QQN-CubicQuadraticInterpolation,1.615736e1,NaN,1.615736e1,1.341322e1,3.159304e0,5.965489e1,15.3,394.1,NaN,394.1,641.0,NaN,641.0,0.015,0.000,40
